"agency","fiscal_year","n","n_matched","mean_salary","male_mean","female_mean","male_n","female_n","real_male_mean","real_female_mean","gap","gap_dollars","female_share","suppressed"
"DISTRICT ATTORNEY-SPECIAL NARC",2015,170,170,87600.8705882353,92541.1643993662,83495.8246699706,77.1510885143544,92.8489114856456,121127.5380254,109288.052979623,0.097743958465445,9045.33972939556,0.546170067562621,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2016,172,172,88892.25,92499.0094454654,85685.4586772553,80.9516397948527,91.0483602051474,120377.341615293,111510.250677183,0.0736607971161809,6813.55076821013,0.529350931425275,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2017,180,180,90309.4055555555,94030.6451361016,86906.8275160263,85.9741335024234,94.0258664975766,120249.645538453,111139.460848613,0.0757605949609742,7123.81762007529,0.522365924986537,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2018,187,187,91198.8128342246,97614.5047289025,86066.5565721129,83.1084369261405,103.89156307386,122652.757927748,108142.74536588,0.11830155967969,11547.9481567896,0.555569856009944,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2019,182,182,94909.8516483516,102264.226142214,89209.0340196597,79.4740359760338,102.525964023966,126256.902265091,110138.772024931,0.127661378910738,13055.1921225546,0.563329472659155,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2020,193,193,94471.518134715,100818.720589674,89305.5426965084,86.5993098365765,106.400690163424,122309.721507143,108342.339521544,0.114196826004403,11513.1778931655,0.551298912763852,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2021,183,183,95322.8524590164,98841.0705114161,92184.6260449698,86.2766055760582,96.7233944239418,117485.644065352,109573.582193912,0.067344924857703,6656.44446644624,0.528543138928644,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2022,173,173,107373.965317919,114404.832443047,100828.19945582,83.4093029699288,89.5906970300713,129451.1517852,114088.944262748,0.118671848883527,13576.6329872265,0.517865300751857,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2023,167,167,113581.610778443,116357.558726313,111000.280472318,80.4666363561404,86.5333636438595,125046.581998766,119289.247951787,0.0460415147295738,5357.2782539948,0.518163854154848,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2024,161,161,125764.086956522,132026.248048613,119649.855968278,79.5378154406856,81.4621845593143,137180.628972065,124321.055401815,0.093741905592727,12376.392080335,0.505976301610648,FALSE
"DISTRICT ATTORNEY-SPECIAL NARC",2025,176,176,124971.068181818,130535.532831737,119763.417924861,85.0850973228446,90.9149026771554,130535.532831737,119763.417924861,0.082522472411869,10772.1149068756,0.516561947029292,FALSE
"DISTRICTING COMMISSION",2022,8,8,,,,5.52698873999338,2.47301126000662,,,,,,TRUE
"DISTRICTING COMMISSION",2023,1,1,,,,0.00261960696573069,0.997380393034269,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2014,4,4,,,,0.00316143622096048,3.99683856377904,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2015,5,5,,,,0.00316143622096048,4.99683856377904,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2016,9,9,,,,2.05227964714753,6.94772035285247,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2017,8,8,,,,2.9921707221353,5.0078292778647,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2018,8,8,,,,3.99395305938156,4.00604694061844,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2019,10,10,,,,4.0442429655624,5.95575703443759,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2020,11,11,,,,5.03774999918804,5.96225000081196,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2021,10,10,,,,4.04575001564461,5.95424998435539,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2022,10,10,,,,5.04425071035599,4.95574928964401,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2023,10,10,,,,5.0418466269879,4.9581533730121,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2024,10,10,,,,5.95442408869348,4.04557591130652,,,,,,TRUE
"EQUAL EMPLOY PRACTICES COMM",2025,11,11,,,,4.91352520605935,6.08647479394065,,,,,,TRUE
"FINANCIAL INFO SVCS AGENCY",2014,336,336,95694.9107142857,97633.337107084,92407.7690646745,211.360676065389,124.639323934611,128411.600230967,121538.706460004,0.0535223746032372,5225.56804240949,0.37095036885301,FALSE
"FINANCIAL INFO SVCS AGENCY",2015,345,345,99534.6550724637,101732.930174083,95931.9867386706,214.261798791404,130.738201208596,133158.680767377,125565.800332852,0.0570212951252458,5800.94343541241,0.378951307851002,FALSE
"FINANCIAL INFO SVCS AGENCY",2016,346,346,103363.524566474,105888.96974477,99166.0477252274,216.026153932718,129.973846067282,137802.910114108,129053.762577814,0.0634902958801746,6722.92201954228,0.375646953951683,FALSE
"FINANCIAL INFO SVCS AGENCY",2017,352,352,106720.484375,108932.24614837,103030.4783777,220.083568436,131.916431564,139306.328996139,131758.943976647,0.0541783354272514,5901.76777067031,0.374762589670455,FALSE
"FINANCIAL INFO SVCS AGENCY",2018,351,351,106801.893162393,108854.262828133,103352.629013168,220.060396074504,130.939603925496,136775.529263217,129862.718893609,0.0505412803507006,5501.63381496552,0.373047304631044,FALSE
"FINANCIAL INFO SVCS AGENCY",2019,346,346,112046.416184971,113989.695435053,108814.858701725,216.068437870142,129.931562129858,140733.337342783,134344.408581234,0.0453974081918321,5174.83673332771,0.375524746040052,FALSE
"FINANCIAL INFO SVCS AGENCY",2020,343,343,115343.201166181,117934.846331548,111304.834212484,208.922674686397,134.077325313603,143074.402516041,135031.10528782,0.0562175839058257,6630.01211906446,0.390895992167938,FALSE
"FINANCIAL INFO SVCS AGENCY",2021,330,330,116386.184848485,118098.978765909,113649.00348433,202.983116313083,127.016883686917,140376.207096731,135086.82476481,0.0376800487868761,4449.97528157971,0.384899647536111,FALSE
"FINANCIAL INFO SVCS AGENCY",2022,312,312,116700.958333333,118623.358410713,113393.732479807,197.309421349261,114.690578650739,134224.490757765,128307.073759681,0.0440859709333058,5229.62593090582,0.367598008495959,FALSE
"FINANCIAL INFO SVCS AGENCY",2023,331,331,123553.885196375,124871.36881036,121156.854756819,213.599158343914,117.400841656086,134196.162502606,130204.266391463,0.0297467232795541,3714.51405354092,0.354685322223824,FALSE
"FINANCIAL INFO SVCS AGENCY",2024,318,318,131779.616352201,132707.607742176,130086.841495747,205.398861911472,112.601138088528,137888.589341315,135165.506868037,0.0197484250603007,2620.76624642813,0.354091629209209,FALSE
"FINANCIAL INFO SVCS AGENCY",2025,308,308,135943.659090909,136468.485305146,134976.923667794,199.62601803568,108.373981964321,136468.485305146,134976.923667794,0.0109297149009678,1491.56163735216,0.351863577806235,FALSE
"FIRE DEPARTMENT",2014,14670,14670,72327.9535787315,74267.2200142642,55090.1273724637,13186.5092988478,1483.49070115263,97679.4694242257,72456.9252925054,0.25821745634369,19177.0926418005,0.101124110508016,FALSE
"FIRE DEPARTMENT",2015,15072,15072,71455.8747346072,73332.1426237943,55147.6393662907,13516.8786296018,1555.12137039845,95984.7647454942,72182.9882702139,0.247974525315495,18184.5032575036,0.103179496443632,FALSE
"FIRE DEPARTMENT",2016,15526,15526,73124.4572330285,75200.0863851833,55667.510817069,13876.1296025182,1649.87039748214,97864.6857145658,72445.1754313114,0.259741398009389,19532.5755681143,0.106265000481908,FALSE
"FIRE DEPARTMENT",2017,16235,16235,74205.0778564829,76060.0136869259,58749.9082266682,14495.2715346582,1739.72846534211,97268.1796691314,75131.4173102606,0.227584832307664,17310.1054602577,0.10715912937124,FALSE
"FIRE DEPARTMENT",2018,16135,16135,75523.7126743092,77432.494747633,60198.8400860416,14347.9038002752,1787.09619972521,97294.0349428511,75639.924426298,0.222563598367315,17233.6546615914,0.110758983559043,FALSE
"FIRE DEPARTMENT",2019,16265,16265,75381.6184445128,77316.1473307745,60560.0851648013,14387.165457289,1877.83454271143,95455.6409929653,74768.3627232936,0.216721380260805,16756.0621659732,0.115452477264763,FALSE
"FIRE DEPARTMENT",2020,16135,16135,75929.3438487738,77836.9065837856,61643.7651102978,14234.2863688738,1900.71363112658,94428.994055448,74784.0450582393,0.208039375974649,16193.1414734878,0.117800658886058,FALSE
"FIRE DEPARTMENT",2021,15789,15789,78953.7214516437,81076.5248099141,63001.0098192527,13934.7268442371,1854.27315576327,96370.139321522,74885.006577584,0.22294387966233,18075.5149906614,0.117440823089697,FALSE
"FIRE DEPARTMENT",2022,15794,15794,83345.7853615298,85314.1165651637,68590.1185234584,13935.1249300145,1858.87506998583,96534.4768840538,77610.9684734281,0.196028496983044,16723.9980417053,0.117695015194744,FALSE
"FIRE DEPARTMENT",2023,15807,15807,83217.9524160182,85015.7141200452,69492.9899010257,13976.314944038,1830.68505596242,91364.2790658837,74682.3924042403,0.182586529792609,15522.7242190195,0.115814832413638,FALSE
"FIRE DEPARTMENT",2024,15888,15888,91171.143693354,93375.9173134382,74677.2253690482,14014.6366984332,1873.36330156713,97021.3670177493,77592.6673478038,0.200251761721638,18698.69194439,0.117910580410819,FALSE
"FIRE DEPARTMENT",2025,16213,16213,92515.3740825267,94700.8919418192,76199.3829482918,14297.8156188151,1915.18438118529,94700.8919418192,76199.3829482918,0.195367843049399,18501.5089935275,0.118126465255365,FALSE
"GUTTMAN COMMUNITY COLLEGE",2014,91,91,74056.4065934066,74770.7797816057,73638.1241784173,33.6057135610133,57.3942864389867,98341.7730743176,96852.0552911749,0.0151483722183538,1132.65560318832,0.63070644438447,FALSE
"GUTTMAN COMMUNITY COLLEGE",2015,111,111,75517.954954955,74733.029074915,75927.4912687914,38.057739348216,72.942260651784,97818.3911968053,99381.8280278385,-0.0159830560685434,-1194.46219387645,0.657137483349405,FALSE
"GUTTMAN COMMUNITY COLLEGE",2016,141,141,76666.2836879433,77241.7119510648,76342.5096902016,50.7695939707174,90.2304060292826,100521.638039435,99351.4246675718,0.0116414077077013,899.202260863167,0.639931957654487,FALSE
"GUTTMAN COMMUNITY COLLEGE",2017,142,142,82877.7042253521,84566.7939334135,81862.5619799813,53.3054121558253,88.6945878441746,108146.944861405,104688.679384408,0.0319774680776172,2704.23195343216,0.624609773550526,FALSE
"GUTTMAN COMMUNITY COLLEGE",2018,151,151,84591.4635761589,83507.6166862738,85357.3723113526,62.5229719246341,88.4770280753659,104927.433919685,107251.654377888,-0.0221507414350964,-1849.75562507879,0.585940583280569,FALSE
"GUTTMAN COMMUNITY COLLEGE",2019,143,143,85887.4055944057,87438.5252256043,84846.506955182,57.4257161330592,85.5742838669408,107952.876094328,104752.732605412,0.0296438928233818,2592.01827042238,0.598421565503083,FALSE
"GUTTMAN COMMUNITY COLLEGE",2020,142,142,89164.3943661971,90995.4574941276,88025.1639680073,54.462872143907,87.537127856093,110392.484643985,106789.029136423,0.0326422176218196,2970.29352612035,0.616458646873894,FALSE
"GUTTMAN COMMUNITY COLLEGE",2021,136,136,90646.3382352941,89813.5211393608,91160.0204846514,51.8832676428197,84.1167323571803,106755.211393792,108355.703395715,-0.014992167417657,-1346.49934529058,0.618505384979267,FALSE
"GUTTMAN COMMUNITY COLLEGE",2022,127,127,95195.8897637795,96416.5180579676,94423.8660542767,49.2042819946747,77.7957180053253,109097.046402615,106842.324364424,0.0206671226448233,1992.65200369083,0.612564708703348,FALSE
"GUTTMAN COMMUNITY COLLEGE",2023,139,139,94236.2446043165,95123.0586365366,93699.3855965194,52.4161095885441,86.5838904114559,102226.391495074,100696.405394586,0.0149666448958188,1423.67304001719,0.622905686413352,FALSE
"GUTTMAN COMMUNITY COLLEGE",2024,143,143,96597.3216783217,97852.9716433737,95807.0902041145,55.234432769739,87.765567230261,101673.208132681,99547.4543012425,0.0209077088298903,2045.88143925917,0.613745225386441,FALSE
"GUTTMAN COMMUNITY COLLEGE",2025,148,148,99260.2297297297,101154.979558881,98179.8894751751,53.7430306899908,94.2569693100092,101154.979558881,98179.8894751751,0.0294112074035266,2975.09008370574,0.636871414256819,FALSE
"HOUSING PRESERVATION & DVLPMNT",2014,1752,1752,59785.6147260274,63555.1680990123,55877.2949557009,891.832426741394,860.167573258607,83590.5140637675,73492.2422447717,0.120806432788441,7677.87314331142,0.49096322674578,FALSE
"HOUSING PRESERVATION & DVLPMNT",2015,1865,1865,63212.9190348526,67389.543988648,59078.2459492815,927.793139900174,937.206860099826,88206.4711955929,77327.7765537227,0.123332160264604,8311.29803936653,0.502523785576314,FALSE
"HOUSING PRESERVATION & DVLPMNT",2016,1962,1962,65450.352196738,69016.9798816895,61992.6475295496,965.788094431076,996.211905568924,89818.0490178337,80676.6489072587,0.101776872360702,7024.33235213983,0.507753264815965,FALSE
"HOUSING PRESERVATION & DVLPMNT",2017,1996,1996,67666.4549098196,70703.7338157492,64753.9522542118,977.070374847701,1018.9296251523,90418.3834672499,82809.5967491487,0.0841508820035205,5949.78156153743,0.510485784144438,FALSE
"HOUSING PRESERVATION & DVLPMNT",2018,2026,2026,68204.5904540967,70933.2224180674,65638.7653461328,981.849809736093,1044.15019026391,89127.6904230635,82475.1979127926,0.074640019041148,5294.45707193454,0.515375217306963,FALSE
"HOUSING PRESERVATION & DVLPMNT",2019,2070,2070,71698.3629033822,73841.3284023353,69642.8969184468,1013.42956414626,1056.57043585374,91165.5789606532,85982.134333684,0.0568574750038729,4198.43148388855,0.510420500412433,FALSE
"HOUSING PRESERVATION & DVLPMNT",2020,2116,2116,73374.6687334597,75401.4858204159,71361.5936021203,1054.40114432329,1061.59885567671,91474.4273482124,86573.372373019,0.0535784165834275,4039.89221829564,0.501700782455913,FALSE
"HOUSING PRESERVATION & DVLPMNT",2021,2028,2028,74316.3151084813,76450.481290185,72220.0686383921,1004.91091325078,1023.08908674922,90871.4766747303,85843.0734766821,0.0553353305355315,4230.41265179285,0.504481798199812,FALSE
"HOUSING PRESERVATION & DVLPMNT",2022,1912,1912,74931.2826046025,77552.0990387466,72462.5372222807,927.435669555748,984.564330444252,87751.6126683142,81992.6807669765,0.0656276474724823,5089.5618164659,0.514939503370425,FALSE
"HOUSING PRESERVATION & DVLPMNT",2023,2016,2016,79985.3370535714,81729.8529651258,78212.187429754,1016.2050955871,999.794904412896,87833.0455917306,84052.6977000411,0.0430401549464775,3517.66553537184,0.495930012109571,FALSE
"HOUSING PRESERVATION & DVLPMNT",2024,2057,2057,84986.1541079239,86865.8932451615,83101.1025310332,1029.95130090851,1027.04869909149,90257.1878525533,86345.4175360776,0.0433402636349225,3764.79071412834,0.4992944575068,FALSE
"HOUSING PRESERVATION & DVLPMNT",2025,2054,2054,88220.3291139241,90081.209608579,86405.2314822832,1014.20911858011,1039.79088141989,90081.209608579,86405.2314822832,0.0408073797217941,3675.97812629581,0.506227303515039,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2014,11677,11677,49082.0459878395,53170.0706633658,47385.6417102265,3424.523476762,8252.47652323796,69931.5834179448,62323.6515341839,0.108791071386046,5784.42895313936,0.706729170440866,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2015,11563,11563,51260.6887485947,55528.4476314477,49507.3124051666,3367.18739857664,8195.81260142329,72681.4298871699,64800.3394469206,0.108433343324207,6021.13522628104,0.708796385144283,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2016,11361,11361,52904.450840595,57336.2886619286,51111.3142334482,3272.59577173397,8088.40422826597,74616.9072359547,66515.7840151118,0.108569539008438,6224.97442848033,0.711944743267848,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2017,11381,11381,55762.1441876812,60687.2691899611,53729.9893054695,3324.28119874969,8056.71880125024,77608.981606228,68711.7711403097,0.11464150516831,6957.27988449155,0.707909568689069,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2018,11137,11137,55754.7237137467,60504.8083900373,53816.3834504872,3227.56040578123,7909.43959421869,76024.3740163207,67620.3589848774,0.11054369260099,6688.42493955012,0.710194809573381,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2019,10762,10762,58056.6160564956,63003.9051524008,56028.1412266796,3129.47031334928,7632.52968665067,77785.5384548991,69173.1587653553,0.110719548397,6975.76392572121,0.70921108405972,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2020,10491,10491,60129.2946334953,65171.3559427122,58027.3614584686,3086.7018427639,7404.29815723602,79063.594032678,70396.7514988125,0.109618625865687,7143.99448424366,0.70577620410219,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2021,9976,9976,60592.2783680833,65657.1949669797,58481.8723853109,2934.1412660562,7041.85873394379,78042.2328320396,69513.415908849,0.109284634917428,7175.32258166878,0.705879985359242,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2022,9003,9003,61650.6251249583,67418.1733626855,59230.044773543,2661.47321290156,6341.52678709841,76284.8911771147,67019.8745323198,0.12145283950506,8188.12858914255,0.704379294357262,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2023,8872,8872,65392.5214156898,71567.0765086223,62764.6218890617,2648.66172083822,6223.33827916175,76911.3618316537,67451.5822056111,0.122995866940297,8802.4546195606,0.701458327227431,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2024,9072,9072,68879.6048280424,75056.6541711034,66141.5764189319,2786.22289316569,6285.77710683428,77986.9092692809,68723.7817362809,0.118777979789082,8915.07775217143,0.692876665215421,FALSE
"HRA/DEPT OF SOCIAL SERVICES",2025,8832,8832,71627.4328577901,77821.0441737272,68847.119322233,2736.34218610064,6095.65781389933,77821.0441737272,68847.119322233,0.115314886182469,8973.92485149422,0.690178647407082,FALSE
"HUMAN RIGHTS COMMISSION",2014,56,56,63873.6964285714,65956.43465179,61462.3328200142,30.0474637945274,25.9525362054726,86748.76399929,80837.9263190589,0.0681374282206424,4494.10183177584,0.463438146526296,FALSE
"HUMAN RIGHTS COMMISSION",2015,56,56,68237.4285714286,69241.9361731797,67149.3735978263,29.1179242328927,26.8820757671073,90631.0754917038,87892.111112319,0.0302210292057663,2092.56257535347,0.480037067269773,FALSE
"HUMAN RIGHTS COMMISSION",2016,76,76,72734.1842105263,68963.6127575002,76606.0502637584,38.5036606193607,37.4963393806393,89748.5975439418,99694.3938933259,-0.110818404092773,-7642.43750625815,0.493372886587359,FALSE
"HUMAN RIGHTS COMMISSION",2017,89,89,73142.3595505618,70886.262779957,75214.0786995742,42.6041697906619,46.3958302093381,90651.8078281562,96186.368710264,-0.061052956523487,-4327.81591961719,0.521301463026271,FALSE
"HUMAN RIGHTS COMMISSION",2018,107,107,72411.6261682243,71382.9380474725,73458.7855404277,53.9760522899771,53.0239477100229,89692.758722933,92301.0639205618,-0.0290804434467895,-2075.8474929552,0.495550913177784,FALSE
