"agency","fiscal_year","n","n_matched","mean_salary","male_mean","female_mean","male_n","female_n","real_male_mean","real_female_mean","gap","gap_dollars","female_share","suppressed"
"DEPT OF HEALTH/MENTAL HYGIENE",2017,4373,4373,70940.6153670249,71249.0702222047,70781.7629328026,1486.52013484118,2886.47986515882,91115.7785503164,90518.1698044995,0.00655878438756759,467.307289402102,0.660068571954909,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2018,4588,4588,71531.504795118,70852.560897721,71880.484537424,1557.62451203449,3030.37548796551,89026.3391130654,90317.9265641188,-0.0145079250019883,-1027.92363970295,0.660500324316808,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2019,4612,4612,74621.0329575026,73949.5205775298,74960.2575682717,1547.88428562573,3064.11571437427,91299.1545951118,92547.025197275,-0.0136679316221164,-1010.73699074196,0.664378949343944,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2020,4673,4673,77305.9054140802,76260.3322440242,77847.2154329604,1594.03145477864,3078.96854522136,92516.349585219,94441.5003882437,-0.0208087631176111,-1586.88318893622,0.65888477321236,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2021,4449,4449,77549.8841694764,76694.297134617,77994.5260663581,1521.43345755191,2927.5665424481,91161.2839518895,92706.7774667576,-0.0169533978446781,-1300.22893174112,0.658027993357629,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2022,4192,4192,79117.4639002863,78421.0197134624,79481.7784123717,1439.73029514812,2752.26970485188,88734.8122390839,89935.0800285436,-0.0135264588854518,-1060.75869890935,0.656552887607795,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2023,4352,4352,84949.8299632353,84682.1056888849,85087.9303524714,1480.96689995113,2871.03310004887,91005.7583604036,91441.8880594777,-0.00479233080336327,-405.824663586507,0.659704296886229,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2024,4467,4467,89561.9572419967,89706.1065439113,89489.637068532,1492.3776865148,2974.6223134852,93208.2847177303,92983.364149096,0.00241309631773327,216.469475379301,0.665910524621716,FALSE
"DEPT OF HEALTH/MENTAL HYGIENE",2025,4524,4524,93579.8230548189,93681.3353691795,93530.8563156979,1472.13530825123,3051.86469174877,93681.3353691795,93530.8563156979,0.00160628638446089,150.479053481627,0.674594317362681,FALSE
"DEPT OF INFO TECH & TELECOMM",2014,994,994,74491.5593561368,81951.8577859256,64236.8688717615,575.39761333517,418.602386664831,107786.638375877,84487.116491803,0.216163359718325,17714.9889141641,0.421129161634638,FALSE
"DEPT OF INFO TECH & TELECOMM",2015,1097,1097,77862.9781221513,86165.9461603707,66726.4038792146,628.452139860519,468.54786013948,112782.986768928,87338.484183079,0.225605858780632,19439.5422811561,0.427117465943009,FALSE
"DEPT OF INFO TECH & TELECOMM",2016,1213,1213,81837.3487221764,90577.0404868374,69484.011788601,710.405220359828,502.594779640174,117876.109274603,90425.8399524675,0.232873900326889,21093.0286982364,0.414340296488189,FALSE
"DEPT OF INFO TECH & TELECOMM",2017,1312,1312,86091.6394817073,95127.3432869173,72613.1938749401,785.449199634027,526.550800365974,121652.141115372,92860.2671207672,0.236673795714776,22514.1494119772,0.401334451498455,FALSE
"DEPT OF INFO TECH & TELECOMM",2018,1319,1319,87749.8711144807,96988.9127786572,73383.9988449563,802.739021913983,516.260978086016,121866.700791586,92207.0943360072,0.243377446529076,23604.9139337009,0.391403319246411,FALSE
"DEPT OF INFO TECH & TELECOMM",2019,1356,1356,91115.2160766963,100490.481113945,76366.3462670379,829.023199746406,526.976800253595,124067.010832617,94283.002773336,0.240063880473942,24124.134846907,0.388625958889082,FALSE
"DEPT OF INFO TECH & TELECOMM",2020,1471,1471,95373.2134602318,104744.664940302,80554.1364502717,901.132122460003,569.867877539997,127072.538941934,97725.4416427321,0.230947595314927,24190.5284900306,0.387401684255606,FALSE
"DEPT OF INFO TECH & TELECOMM",2021,1426,1426,95626.2194950912,104998.873370783,80405.6306545523,882.541596366403,543.458403633598,124805.004643064,95572.6931634134,0.234223872377986,24593.2427162305,0.381106874918372,FALSE
"DEPT OF INFO TECH & TELECOMM",2022,1341,1341,97951.2073079791,107219.814308501,83084.683529558,826.016174076663,514.983825923339,121321.172891367,94011.8327953009,0.225099539060007,24135.1307789432,0.384029698675122,FALSE
"DEPT OF PARKS & RECREATION",2014,3109,3109,54492.4979092957,54311.6970809244,54820.5801585036,2004.40485787,1104.59514213,71433.1000052954,72102.4051039291,-0.00936967734263515,-508.883077579201,0.355289527864264,FALSE
"DEPT OF PARKS & RECREATION",2015,3282,3282,57349.6783638025,56886.0994034928,58157.7441408833,2085.54465126882,1196.45534873118,74458.4662764459,76122.9276789232,-0.0223542262648512,-1271.6447373905,0.364550685170988,FALSE
"DEPT OF PARKS & RECREATION",2016,3453,3453,59369.5079640892,58825.6764866998,60316.1320118565,2193.08310900234,1259.91689099766,76555.1825543066,78494.8473679061,-0.0253368191268255,-1490.45552515666,0.364876018244326,FALSE
"DEPT OF PARKS & RECREATION",2017,3503,3503,62180.1541535826,61497.6180634668,63322.7963896347,2193.03270014924,1309.96729985075,78645.2838102651,80979.3850646855,-0.029678845842197,-1825.17832616794,0.373955837810663,FALSE
"DEPT OF PARKS & RECREATION",2018,3484,3484,63319.5470723308,62641.8379285447,64416.8729700857,2153.80729862072,1330.19270137928,78709.5545373809,80939.8884807642,-0.0283362541751365,-1775.03504154095,0.3818004309355,FALSE
"DEPT OF PARKS & RECREATION",2019,3436,3436,66607.3984284044,66092.7982361453,67414.72188645,2098.42936178879,1337.57063821121,81599.1308213957,83231.1970034283,-0.0200010240992004,-1321.92365030473,0.389281326603962,FALSE
"DEPT OF PARKS & RECREATION",2020,3586,3586,66712.5476854434,65923.1633278862,67988.8639723648,2215.6502768848,1370.3497231152,79975.6602776163,82481.695556238,-0.0313349745400458,-2065.70064447859,0.382138796183825,FALSE
"DEPT OF PARKS & RECREATION",2021,3352,3352,69146.552804296,68369.449316333,70414.932112776,2078.53493044227,1273.46506955774,81266.104725111,83697.4307166371,-0.0299180820804756,-2045.48279644297,0.37991201359121,FALSE
"DEPT OF PARKS & RECREATION",2022,3094,3094,70329.8251454428,69349.4223595783,71909.2493532654,1909.01123828099,1184.98876171901,78470.1345946629,81366.6254650866,-0.0369120160859356,-2559.82699368709,0.382995721305433,FALSE
"DEPT OF PARKS & RECREATION",2023,3628,3628,72352.5176405733,71139.6933774775,74358.3531214493,2260.9320970465,1367.0679029535,76452.0637822742,79911.0775670804,-0.045244217273937,-3218.65974397185,0.376810337087513,FALSE
"DEPT OF PARKS & RECREATION",2024,3512,3512,77361.5677676538,75773.9188957948,79826.199139991,2136.02832431098,1375.97167568902,78732.1764227972,82942.6600265213,-0.0534785623239182,-4052.28024419628,0.391791479410313,FALSE
"DEPT OF PARKS & RECREATION",2025,3782,3782,77780.3098889476,76133.6418368031,80380.7494328796,2315.66121946973,1466.33878053026,76133.6418368031,80380.7494328796,-0.0557848999944131,-4247.10759607653,0.387715172006944,FALSE
"DEPT OF RECORDS & INFO SERVICE",2014,35,35,52445.9685714286,47188.5701677924,56661.7234586864,15.5757451107496,19.4242548892504,62064.4544927454,74523.956639873,-0.200751013586755,-9473.15329089403,0.554978711121439,FALSE
"DEPT OF RECORDS & INFO SERVICE",2015,38,38,55288.6842105263,48200.1366440916,60677.1625264734,16.4111365910624,21.5888634089376,63089.3713309128,79420.605510007,-0.258858724291839,-12477.0258823818,0.568127984445726,FALSE
"DEPT OF RECORDS & INFO SERVICE",2016,41,41,61471.2195121951,61290.8552118975,61590.7204591963,16.339135232184,24.660864767816,79763.3429802929,80153.5847950868,-0.00489249572814858,-299.865247298781,0.601484506532099,FALSE
"DEPT OF RECORDS & INFO SERVICE",2017,43,43,65771.4651162791,68337.3115692696,63262.2174060122,21.2602265239986,21.7397734760014,87392.1207427776,80901.9145624132,0.0742653470953871,5075.09416325742,0.505576127348869,FALSE
"DEPT OF RECORDS & INFO SERVICE",2018,54,54,68256.9444444444,68830.8028720853,67724.7693357392,25.9824453108537,28.0175546891462,86485.997404674,85096.2647622744,0.0160688745473666,1106.03353634606,0.51884360535456,FALSE
"DEPT OF RECORDS & INFO SERVICE",2019,53,53,71900.3396226415,67649.4026503494,75701.4220922002,25.0194839122625,27.9805160877375,83520.9372908084,93462.0777077182,-0.11902572863013,-8052.01944185086,0.527934265806368,FALSE
"DEPT OF RECORDS & INFO SERVICE",2020,51,51,75956.8235294117,75231.1716996119,76603.8554951325,24.0394986517948,26.9605013482052,91267.8082544324,92933.0998963567,-0.0182462105070162,-1372.6837955206,0.528637281337357,FALSE
"DEPT OF RECORDS & INFO SERVICE",2021,44,44,76512.1136363636,70908.2102845717,81199.6463986328,20.0410748562143,23.9589251437857,84283.7568603846,96516.4855627537,-0.145137439977107,-10291.4361140611,0.54452102599513,FALSE
"DEPT OF RECORDS & INFO SERVICE",2022,45,45,76261.4,72851.3131175254,79109.8946972415,20.4810402713778,24.5189597286222,82432.5877739711,89514.2868310386,-0.0859089742091489,-6258.58157971612,0.54486577174716,FALSE
"DEPT OF RECORDS & INFO SERVICE",2023,42,42,83954.5714285714,82981.6254068447,84654.7755785652,17.5767691369258,24.4232308630742,89178.2943833915,90976.3873687936,-0.0201628994794604,-1673.15017172045,0.581505496739862,FALSE
"DEPT OF RECORDS & INFO SERVICE",2024,43,43,89423.1441860465,87494.6366384433,90976.4855389766,19.1833936750567,23.8166063249433,90910.4777507917,94528.2600419689,-0.0397949981199577,-3481.84890053324,0.553874565696355,FALSE
"DEPT OF RECORDS & INFO SERVICE",2025,43,43,94406.8837209302,97239.8840056608,92505.3801282945,17.2699519529849,25.7300480470151,97239.8840056608,92505.3801282945,0.0486889091423705,4734.50387736627,0.598373210395701,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2014,351,351,71211.7663817664,74853.1401639476,69077.1861181937,129.716695558689,221.283304441311,98450.097021911,90853.3117039791,0.0771638174845177,5775.95404575387,0.630436764790061,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2015,404,404,73953.0866336634,77101.1693771768,72240.2163133792,142.358833815646,261.641166184354,100918.060477751,94555.5375843301,0.0630464246270756,4860.95306379757,0.647626648971174,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2016,425,425,78106.1929411765,81506.3432146835,76180.1236513977,153.688641339267,271.311358660732,106071.589088225,99140.097002726,0.0653473012432514,5326.21956328576,0.638379667437018,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2017,431,431,80020.102088167,83035.1437961293,78318.8013411048,155.472302738039,275.527697261961,106188.217620613,100156.79554929,0.0567993531341889,4716.3424550245,0.639275399679723,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2018,428,428,81003.3481308411,84671.8346366653,78963.1179647757,152.96231382017,275.03768617983,106390.275357452,99217.265096528,0.0674216721107592,5708.71667188968,0.642611416308014,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2019,423,423,85028.5130023641,87791.3628405821,83399.6149438334,156.890580916221,266.109419083779,108388.494550069,102966.378665658,0.050024828806036,4391.74789674871,0.629100281521937,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2020,488,488,86071.213114754,86476.6215564284,85807.4559743359,192.349230098827,295.650769901173,104910.392014324,104098.583894669,0.00773810967691227,669.165582092479,0.605841741600764,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2021,436,436,87081.7660550459,87896.8041888679,86580.4942451445,166.035750287484,269.964249712516,104476.94058739,102912.33266957,0.0149756291581993,1316.30994372335,0.61918405897366,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2022,402,402,88014.2985074627,90142.7100813422,86716.4582182776,152.274793886794,249.725206113206,101998.118400097,98121.2520081049,0.0380091951969584,3426.25186306456,0.62120698038111,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2023,413,413,94205.5617433414,96075.1057331919,93092.0460484759,154.164525884523,258.835474115477,103249.532893379,100043.712647962,0.0310492469610205,2983.05968471603,0.626720276308661,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2024,464,464,104251.049568965,107025.863209706,102601.203274437,173.014128059684,290.985871940316,111204.214679945,106606.813467088,0.0413419691518736,4424.6599352683,0.627124724009301,FALSE
"DEPT OF YOUTH & COMM DEV SRVS",2025,491,491,107482.610997963,109094.393165296,106540.903741133,181.077022966446,309.922977033554,109094.393165296,106540.903741133,0.0234062388549582,2553.48942416365,0.631207692532696,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2014,969,969,72869.4551083591,75642.7785527909,67764.3038994145,627.899655594793,341.100344405206,99488.6636848939,89126.5520579035,0.104153691920215,7878.47465337643,0.352012739324259,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2015,980,980,76711.2591836735,80246.4192649787,70549.0986549904,622.740812744629,357.25918725537,105034.891920892,92342.0262264233,0.12084427814738,9697.32060998832,0.364550191076909,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2016,1116,1116,76894.9492473118,79989.4600019654,71712.9286997025,698.738966836378,417.261033163621,104097.531530392,93326.5314739042,0.103470273484275,8276.53130226285,0.373889814662743,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2017,1081,1081,80338.0212765957,83701.6945329303,74778.9537988722,673.487230272377,407.512769727623,107040.625787309,95629.915917681,0.106601673763578,8922.74073405813,0.37697758531695,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2018,1090,1090,80723.4201834862,83612.0920824691,75982.4084347164,677.315475285964,412.684524714036,105058.707397069,95471.9995188496,0.0912509597323232,7629.68364775268,0.37860965570095,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2019,1042,1042,87046.999040307,90329.0475017288,81856.950059448,638.334376451554,403.665623548446,111521.556974035,101061.782142679,0.0937915064599637,8472.09744228076,0.387395032196205,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2020,1005,1005,91733.5721393034,95259.1587558762,86539.8117247197,598.637627107306,406.362372892694,115565.056869302,104987.052101265,0.0915328997760926,8719.34703115652,0.404340669544969,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2021,964,964,92986.8713692946,96135.0840245751,88297.3315461554,576.787338201026,387.212661798975,114269.222353267,104953.020159305,0.0815285341240887,7837.7524784197,0.401672885683583,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2022,865,865,93971.3287398844,96108.6096067671,90740.7565389776,520.58894282201,344.41105717799,108748.642381551,102674.818860285,0.0558519480174807,5367.8530677895,0.39816307188207,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2023,826,826,100416.214285714,103064.389700442,96447.4548920849,495.42505013007,330.57494986993,110760.742996877,103649.687297952,0.0642019501361199,6616.93480835743,0.400211803716622,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2024,848,848,106480.408018868,110162.650180986,101187.232072511,500.100736061775,347.899263938225,114463.463624997,105137.640013359,0.081474239170253,8975.41810847457,0.410258565964888,FALSE
"DEPT. OF DESIGN & CONSTRUCTION",2025,872,872,109008.808486239,112215.168778705,104334.962573414,517.193780188971,354.80621981103,112215.168778705,104334.962573414,0.0702240730112989,7880.206205291,0.406887866755768,FALSE
"DEPT. OF HOMELESS SERVICES",2014,1576,1576,54149.1085025381,53206.2893974998,55018.0870592466,755.88474049151,820.11525950849,69979.2198682221,72362.174747501,-0.0340523213000441,-1811.79766174679,0.520377702733814,FALSE
"DEPT. OF HOMELESS SERVICES",2015,1658,1658,55143.5189143547,54225.4216409083,56027.526262902,813.318031596879,844.681968403121,70975.89342411,73334.6761079356,-0.0332335750919133,-1802.10462199379,0.509458364537468,FALSE
"DEPT. OF HOMELESS SERVICES",2016,2017,2017,54621.7585523054,52918.4594105252,56258.7407920434,988.477556358129,1028.52244364187,68867.585765569,73214.5965645474,-0.0631212892198034,-3340.28138151819,0.509926843649911,FALSE
"DEPT. OF HOMELESS SERVICES",2017,1935,1935,52092.5638242894,49978.7541942089,54140.9636226855,952.295572341543,982.704427658457,63914.561764499,69237.3393303309,-0.0832795754032409,-4162.20942847666,0.507857585353208,FALSE
"DEPT. OF HOMELESS SERVICES",2018,1942,1942,53327.6678681771,50964.3081316766,55528.6119248816,936.44804372649,1005.55195627351,64036.7224685498,69771.7763912372,-0.0895588297090631,-4564.30379320504,0.51779194452807,FALSE
"DEPT. OF HOMELESS SERVICES",2019,1873,1873,56778.4030966361,54329.4036688891,59077.7654163123,906.987684139706,966.012315860294,67075.8726478254,72938.2691835406,-0.0873994821728967,-4748.36174742318,0.515756708948368,FALSE
"DEPT. OF HOMELESS SERVICES",2020,1722,1722,61012.4541231128,58450.017182834,63346.1406261707,820.773455729552,901.226544270448,70909.5025398718,76849.3070852634,-0.0837659880923814,-4896.12344333676,0.523360362526393,FALSE
"DEPT. OF HOMELESS SERVICES",2021,1616,1616,62173.3669554455,59353.9937716296,64757.5680089383,772.834557099434,843.165442900567,70550.047161877,76972.9075805305,-0.0910397749829519,-5403.57423730869,0.521760793874113,FALSE
"DEPT. OF HOMELESS SERVICES",2022,1461,1461,63629.5160848734,60988.5562903959,66091.2310986552,704.839279452772,756.160720547228,69009.6623448017,74783.4318352059,-0.0836661026039542,-5102.6748082593,0.517563805987152,FALSE
"DEPT. OF HOMELESS SERVICES",2023,1415,1415,67281.8035335689,64233.1482117879,70047.9594962071,673.127724303108,741.872275696893,69029.7710163961,75278.8044616126,-0.0905266431165222,-5814.8112844192,0.524291360916532,FALSE
"DEPT. OF HOMELESS SERVICES",2024,1413,1413,72659.3021939137,69641.9238397272,75225.877165715,649.462884705207,763.537115294793,72360.784740628,78162.7388272698,-0.0801809171561453,-5583.95332598775,0.540365969776924,FALSE
"DEPT. OF HOMELESS SERVICES",2025,1391,1391,76301.9151689431,72776.0279004761,79276.3343073855,636.495691522403,754.504308477597,72776.0279004761,79276.3343073855,-0.0893193348749234,-6500.3064069094,0.542418625792665,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2015,889,889,68675.8155230596,73204.6164426695,65527.3724546024,364.579514759326,524.420485240675,95817.8451648592,85769.0666657934,0.104873768365135,7677.24398806704,0.589899308482198,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2016,908,908,69297.4372246696,73155.0806977803,66528.1951200675,379.434924821283,528.565075178717,95203.3345313051,86579.167917887,0.0905868124879801,6626.88557771288,0.582120126848807,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2017,903,903,70720.0177187154,74209.0401189686,68141.6370634172,383.735464813726,519.264535186274,94901.090566151,87141.8854079504,0.0817609693620131,6067.40305555139,0.5750437820446,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2018,931,931,69864.7432867884,73350.6516177814,67308.7257578342,393.856590533717,537.143409466284,92165.1934997166,84573.505440902,0.0823704456155444,6041.92585994721,0.576953178803742,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2019,932,932,76050.4946351932,80013.712696285,73048.6044560347,401.682436291194,530.317563708807,98786.0944619392,90186.8704367935,0.0870489320585384,6965.10824025032,0.569010261490136,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2020,961,961,77592.6982310093,81430.3732428569,74702.1948617926,412.856731865938,548.143268134063,98788.461262983,90626.0721826097,0.0826249237615339,6728.1783810643,0.570388416372594,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2021,960,960,78147.2822916667,81870.2089798326,75310.6578061293,415.144181972816,544.855818027184,97313.5376012509,89516.6461831926,0.080121343959426,6559.55117370325,0.567558143778317,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2022,933,933,80392.5359056806,84000.2453081537,77803.3677793537,389.82436729402,543.175632705981,95047.8076246746,88035.9278251535,0.0737721360939696,6196.87752879995,0.582181814261501,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2023,967,967,89462.2926577043,94446.3323100478,85803.1519853137,409.385075546312,557.614924453688,101499.130498863,92210.519006513,0.0915141976753568,8643.18032473416,0.576644182475376,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2024,1065,1065,92208.6544600941,96835.7893888318,88603.9511181086,466.361088855187,598.638911144813,100616.31449585,92063.10050799,0.0850082218844659,8231.83827072322,0.56210226398574,FALSE
"DISTRICT ATTORNEY KINGS COUNTY",2025,1087,1087,94503.4949402023,98453.0575264844,91380.7742208489,479.957783822441,607.042216177559,98453.0575264844,91380.7742208489,0.0718340647138668,7072.28330563553,0.558456500623329,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2015,535,535,77384.3495327103,84198.8986722656,73085.3574239152,206.951207253291,328.048792746709,110208.309640542,95661.7465094902,0.131991527485514,11113.5412483503,0.613175313545251,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2016,538,538,78777.9776951673,85904.9490708629,74180.0649809064,210.976673312392,327.023326687608,111795.893412721,96537.2394448804,0.136486712544171,11724.8840899565,0.60785004960522,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2017,553,553,78678.4828209765,86264.1320740876,73623.3845365754,221.147471142671,331.85252885733,110317.559659161,94152.133924532,0.146535381897262,12640.7475375122,0.600094988892097,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2018,567,567,77899.7001763669,84884.8088322362,73052.8300805391,232.266757911488,334.733242088512,106657.877723788,91790.980333195,0.139388648151184,11831.9787516971,0.590358451655224,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2019,576,576,82737.5399305555,90161.9603353703,78050.7208963499,222.901031500111,353.098968499889,111315.268726145,96362.5562102841,0.134327596626902,12111.2394390204,0.613019042534529,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2020,614,614,81853.5472312705,86627.3655717911,78904.5042444316,234.461337212441,379.538662787559,105093.26934534,95724.1659420942,0.0891503657808837,7722.86132735951,0.618141144605145,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2021,638,638,82034.34169279,86503.3909090738,79393.2552331012,236.987483512531,401.01251648747,102820.685188913,94369.3514977506,0.0821948781573929,7110.13567597265,0.628546264086943,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2022,643,643,87216.3763608087,90128.7352957875,85421.8011261065,245.151479565243,397.848520434757,101982.305675692,96656.3239262265,0.0522245669400953,4706.93416968099,0.6187379789032,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2023,685,685,91530.1109489051,91725.1712742592,91397.400783163,277.34791875036,407.65208124964,98574.7662347932,98222.5194186835,0.0035733974278026,327.770491096191,0.595112527371737,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2024,689,689,96802.9419448477,97525.7909160727,96311.2873530768,278.920559849427,410.079440150574,101333.254080953,100071.3355979,0.0124531526644174,1214.5035629959,0.595180609797639,FALSE
"DISTRICT ATTORNEY QNS COUNTY",2025,715,715,102771.545454545,104261.021372278,101758.594756341,289.422972327615,425.577027672385,104261.021372278,101758.594756341,0.0240015547804972,2502.42661593732,0.595212626115224,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2015,94,94,73411.0319148936,85758.7527385398,63963.8045745322,40.7451930287447,53.2548069712553,112250.009504089,83722.5057749971,0.25414255067883,21794.9481640076,0.566540499694205,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2016,90,90,74228.4777777778,88101.4524643068,64108.1211134059,37.9618855953185,52.0381144046814,114654.402286891,83429.7063487238,0.272337523159695,23993.3313509009,0.578201271163127,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2017,125,125,78370.736,87759.7791790641,71088.687434836,54.6008674543255,70.3991325456746,112230.244975355,90910.6754873348,0.189962781358105,16671.0917442282,0.563193060365396,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2018,137,137,78766.6642335766,88708.9833836448,71650.8428029218,57.1496952663994,79.8503047336006,111462.958247733,90029.381412451,0.192293270986442,17058.140580723,0.582848939661318,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2019,145,145,81015.2583448276,90714.7604426235,74272.6972079898,59.4615986381869,85.5384013618131,111997.763785722,91698.1531675901,0.181250142252574,16442.0632346337,0.589920009391814,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2020,177,177,79546.4858757062,89196.3347761406,73175.4860006027,70.3874678359832,106.612532164017,108209.852318291,88773.922754979,0.179613308279382,16020.8487755379,0.602330690192185,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2021,185,185,79037.2378378378,89027.2234927956,72644.4916374793,72.1893062470257,112.810693752974,105820.592970946,86347.5561694121,0.184019350627531,16382.7318553163,0.609787533799861,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2022,185,185,83333.3405405406,93560.0379243487,77314.3688030086,68.5419457411401,116.45805425886,105864.887100842,87482.6165763375,0.173638975376176,16245.6691213401,0.629502995993837,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2023,183,183,86752.7049180328,94637.1410475816,82029.2010645687,68.5600666206031,114.439933379397,101704.18791589,88154.7475685759,0.133224015893231,12607.9399830129,0.625354827209819,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2024,204,204,101120.279411765,110283.611297977,96419.317160485,69.1702217040923,134.829778295908,114589.147133808,100183.58295134,0.125714908809359,13864.2941374919,0.660930285764254,FALSE
"DISTRICT ATTORNEY RICHMOND COU",2025,209,209,104687.043062201,112643.586122389,100510.343329504,71.9453372057755,137.054662794225,112643.586122389,100510.343329504,0.107713569947085,12133.2427928844,0.655763936814472,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2015,1141,1141,75649.2462751972,78237.9604103377,73751.5625660984,482.627084635844,658.372915364156,102406.011272296,96533.7453568815,0.057342980577578,4486.39784423931,0.577013948610128,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2016,1190,1190,77457.9226890756,78900.2337433051,76340.0517743012,519.598374133998,670.401625866001,102680.022713582,99348.2259589178,0.0324483445427206,2560.18196900396,0.563362710811766,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2017,1214,1214,78823.8673805602,79659.24130321,78178.0250136316,529.330280100054,684.669719899945,101870.996595932,99976.765906248,0.018594406189991,1481.2162895784,0.563978352471124,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2018,1252,1252,80064.2284345047,81283.512383948,79123.9454350558,545.125177024097,706.874822975902,102132.843839483,99419.3450316275,0.0265683271496853,2159.56694889223,0.564596503974363,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2019,1235,1235,82825.1311740895,85246.2240043236,81025.3868461661,526.597961897016,708.402038102984,105246.229093001,100035.122094418,0.0495134794233631,4220.83715815748,0.573604889152214,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2020,1306,1306,82124.7220520673,85332.7148162311,79869.3529997053,539.139101766091,766.860898233908,103522.644639578,96894.6864750251,0.0640242353509025,5463.36181652582,0.587182923609425,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2021,1291,1291,82179.587916344,84293.885124974,80737.509987764,523.488814865913,767.511185134087,100194.396250843,95967.1755077731,0.0421901912806282,3556.37513720995,0.594509051227023,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2022,1269,1269,87079.0740740741,88865.9650252163,85851.5590984429,516.757378374513,752.242621625486,100553.45811327,97142.6028999361,0.0339208146326668,3014.40592677341,0.592783783786829,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2023,1315,1315,88125.2975209125,90541.4380577126,86429.1370804069,542.385149232517,772.614850767482,97302.6375106445,92883.2496600298,0.0454189933970839,4112.30097730573,0.587539810469568,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2024,1349,1349,96213.704966642,98752.9643466625,94418.065992849,558.794411757297,790.205588242701,102608.337070542,98104.2017830867,0.0438963871362509,4334.89835381348,0.585771377496444,FALSE
"DISTRICT ATTORNEY-MANHATTAN",2025,1431,1431,100062.780573026,103499.912498432,97703.5111435354,582.450100828285,848.549899171715,103499.912498432,97703.5111435354,0.0560039251722522,5796.40135489685,0.592976868743337,FALSE
