"title","n","median_tenure","pct_over_20","pct_over_25","pct_under_5","suppressed"
"BUSINESS PROMOTION COORDINATOR",32,10.6036960985626,0.125,0.0625,0.0625,FALSE
"BUSINESS RESEARCH & DATA ANALYTICS SPECIALIST",31,1.72210814510609,0,0,1,FALSE
"CALL CENTER REPRESENTATIVE",227,2.33812457221081,0.0352422907488987,0,0.634361233480176,FALSE
"CAMPUS PEACE OFFICER",74,8.75290896646133,0.108108108108108,0.0540540540540541,0.324324324324324,FALSE
"CAMPUS PUBLIC SAFETY SERGEANT",43,11.3921971252567,0.255813953488372,0.186046511627907,0.162790697674419,FALSE
"CAMPUS SECURITY ASSISTANT",103,6.24777549623546,0,0,0.475728155339806,FALSE
"CAPT DET CHIEF OF DEPARTMENT",1,,,,,TRUE
"CAPT DET CHIEF OF INTERNAL AFFAIRS",1,,,,,TRUE
"CAPT DET CHIEF OF THE HOUSING BUREAU",1,,,,,TRUE
"CAPT DET CHIEF OF THE TRANSIT BUREAU",1,,,,,TRUE
"CAPTAIN",1487,19.4715947980835,0.445191661062542,0.162071284465367,0.00201748486886348,FALSE
"CAPTAIN CHIEF OF TRANSPORTATION BUREAU",1,,,,,TRUE
"CAPTAIN D/A DEPUTY CHIEF",88,28.9500342231348,0.965909090909091,0.738636363636364,0,FALSE
"CAPTAIN D/A DEPUTY INSPECTOR",156,20.9965776865161,0.653846153846154,0.320512820512821,0,FALSE
"CAPTAIN D/A INSPECTOR",105,25.9822039698836,0.876190476190476,0.523809523809524,0,FALSE
"CAPTAIN DETAILED AS ASSISTANT CHIEF",20,,,,,TRUE
"CAPTAIN DETAILED AS CHIEF OF CRIME CONTROL STRATEGIES",1,,,,,TRUE
