"title","fiscal_year","n_vet","n_new","median_vet","median_new","n","compression_ratio","experience_premium","suppressed"
"ADMINISTRATIVE PUBLIC RECORDS OFFICER",2020,1,3,,,4,,,TRUE
"ADMINISTRATIVE PUBLIC RECORDS OFFICER",2021,2,1,,,3,,,TRUE
"ADMINISTRATIVE PUBLIC RECORDS OFFICER",2022,2,1,,,3,,,TRUE
"ADMINISTRATIVE PUBLIC RECORDS OFFICER",2023,1,6,,,7,,,TRUE
"ADMINISTRATIVE PUBLIC RECORDS OFFICER",2024,1,5,,,6,,,TRUE
"ADMINISTRATIVE PUBLIC RECORDS OFFICER",2025,1,4,,,5,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2014,10,3,,,13,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2015,10,2,,,12,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2016,13,6,,,19,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2017,18,13,,,31,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2018,23,12,,,35,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2019,29,10,,,39,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2020,40,7,,,47,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2021,38,4,,,42,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2022,37,0,,,37,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2023,43,0,,,43,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2024,45,0,,,45,,,TRUE
"ADMINISTRATIVE QUALITY ASSURANCE SPECIALIST",2025,45,0,,,45,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2014,9,1,,,10,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2015,10,2,,,12,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2016,11,2,,,13,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2017,10,1,,,11,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2018,10,1,,,11,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2019,10,3,,,13,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2020,8,4,,,12,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2021,8,3,,,11,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2022,8,5,,,13,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2023,6,6,,,12,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2024,10,11,,,21,,,TRUE
"ADMINISTRATIVE REAL PROPERTY MANAGER",2025,19,11,,,30,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2014,55,1,,,56,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2015,51,1,,,52,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2016,50,1,,,51,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2017,54,4,,,58,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2018,49,5,,,54,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2019,48,4,,,52,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2020,49,5,,,54,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2021,50,9,,,59,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2022,47,7,,,54,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2023,47,7,,,54,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2024,49,3,,,52,,,TRUE
"ADMINISTRATIVE RETIREMENT BENEFITS SPECIALIST",2025,46,8,,,54,,,TRUE
"ADMINISTRATIVE RETIREMENTS BENEFITS SPECIALIST",2019,2,1,,,3,,,TRUE
"ADMINISTRATIVE RETIREMENTS BENEFITS SPECIALIST",2020,5,1,,,6,,,TRUE
"ADMINISTRATIVE RETIREMENTS BENEFITS SPECIALIST",2021,6,2,,,8,,,TRUE
"ADMINISTRATIVE RETIREMENTS BENEFITS SPECIALIST",2022,6,7,,,13,,,TRUE
"ADMINISTRATIVE RETIREMENTS BENEFITS SPECIALIST",2023,6,7,,,13,,,TRUE
"ADMINISTRATIVE RETIREMENTS BENEFITS SPECIALIST",2024,6,6,,,12,,,TRUE
"ADMINISTRATIVE RETIREMENTS BENEFITS SPECIALIST",2025,10,6,,,16,,,TRUE
"ADMINISTRATIVE SANITATION ENFORCEMENT AGENT",2014,1,0,,,1,,,TRUE
"ADMINISTRATIVE SANITATION ENFORCEMENT AGENT",2015,1,0,,,1,,,TRUE
"ADMINISTRATIVE SANITATION ENFORCEMENT AGENT",2016,1,0,,,1,,,TRUE
"ADMINISTRATIVE SANITATION ENFORCEMENT AGENT",2017,1,0,,,1,,,TRUE
"ADMINISTRATIVE SANITATION ENFORCEMENT AGENT",2018,1,0,,,1,,,TRUE
"ADMINISTRATIVE SANITATION ENFORCEMENT AGENT",2019,1,0,,,1,,,TRUE
"ADMINISTRATIVE SANITATION ENFORCEMENT AGENT",2020,1,0,,,1,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2014,16,0,,,16,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2015,16,0,,,16,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2016,18,0,,,18,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2017,18,0,,,18,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2018,18,0,,,18,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2019,16,0,,,16,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2020,16,0,,,16,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2021,16,0,,,16,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2022,18,0,,,18,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2023,18,0,,,18,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2024,18,0,,,18,,,TRUE
"ADMINISTRATIVE SCHOOL FOOD SERVICE MANAGER",2025,16,1,,,17,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2014,16,2,,,18,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2015,17,0,,,17,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2016,17,3,,,20,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2017,21,4,,,25,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2018,23,4,,,27,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2019,20,5,,,25,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2020,19,5,,,24,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2021,19,2,,,21,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2022,18,4,,,22,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2023,19,8,,,27,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2024,17,19,,,36,,,TRUE
"ADMINISTRATIVE SPACE ANALYST",2025,18,22,,,40,,,TRUE
"ADMINISTRATIVE STAFF ANALYST",2014,1357,550,88649,80000,1907,0.902435447664384,8649,FALSE
"ADMINISTRATIVE STAFF ANALYST",2015,1310,607,88560,80000,1917,0.903342366757001,8560,FALSE
"ADMINISTRATIVE STAFF ANALYST",2016,1188,398,94518,85744.5,1586,0.907176410842379,8773.5,FALSE
"ADMINISTRATIVE STAFF ANALYST",2017,1193,250,98470,87512,1443,0.888717375850513,10958,FALSE
"ADMINISTRATIVE STAFF ANALYST",2018,1264,218,99240.5,88388.5,1482,0.890649482822033,10852,FALSE
"ADMINISTRATIVE STAFF ANALYST",2019,1256,128,101733,1e+05,1384,0.982965212861117,1733,FALSE
"ADMINISTRATIVE STAFF ANALYST",2020,1236,137,103986,1e+05,1373,0.961667916834959,3986,FALSE
"ADMINISTRATIVE STAFF ANALYST",2021,1235,89,104407,109857,1324,1.05219956516326,-5450,FALSE
"ADMINISTRATIVE STAFF ANALYST",2022,1154,75,112599,115000,1229,1.02132345757955,-2401,FALSE
"ADMINISTRATIVE STAFF ANALYST",2023,1183,108,113595,117838,1291,1.03735199612659,-4243,FALSE
"ADMINISTRATIVE STAFF ANALYST",2024,1198,125,126628.5,128614,1323,1.01567972454858,-1985.5,FALSE
"ADMINISTRATIVE STAFF ANALYST",2025,1235,121,130956,130188,1356,0.994135434802529,768,FALSE
"ADMINISTRATIVE STOREKEEPER",2014,8,1,,,9,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2015,10,3,,,13,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2016,9,2,,,11,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2017,10,2,,,12,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2018,9,3,,,12,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2019,10,3,,,13,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2020,9,2,,,11,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2021,8,2,,,10,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2022,6,3,,,9,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2023,7,3,,,10,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2024,6,1,,,7,,,TRUE
"ADMINISTRATIVE STOREKEEPER",2025,10,3,,,13,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2014,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2015,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2016,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2017,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2018,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2019,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2021,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2022,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2023,1,1,,,2,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2024,1,1,,,2,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF BRIDGE OPERATIONS",2025,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2014,20,0,,,20,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2015,22,0,,,22,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2016,21,0,,,21,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2017,20,0,,,20,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2018,17,0,,,17,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2019,21,0,,,21,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2020,20,0,,,20,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2021,18,0,,,18,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2022,18,1,,,19,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2023,18,1,,,19,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2024,21,0,,,21,,,TRUE
"ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS",2025,20,0,,,20,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2014,18,2,,,20,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2015,20,7,,,27,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2016,19,9,,,28,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2017,21,11,,,32,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2018,19,11,,,30,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2019,22,6,,,28,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2020,22,6,,,28,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2021,21,6,,,27,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2022,18,7,,,25,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2023,22,10,,,32,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2024,22,13,,,35,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF BUILDING MAINTENANCE",2025,30,12,,,42,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF SKILLED TRADES",2020,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF SKILLED TRADES",2021,1,0,,,1,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF SKILLED TRADES",2022,1,1,,,2,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF SKILLED TRADES",2023,0,2,,,2,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF SKILLED TRADES",2024,1,1,,,2,,,TRUE
"ADMINISTRATIVE SUPERVISOR OF SKILLED TRADES",2025,2,1,,,3,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2014,30,1,,,31,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2015,31,1,,,32,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2016,28,0,,,28,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2017,33,0,,,33,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2018,33,0,,,33,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2019,29,0,,,29,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2020,30,0,,,30,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2021,32,0,,,32,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2022,32,0,,,32,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2023,29,0,,,29,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2024,27,0,,,27,,,TRUE
"ADMINISTRATIVE TAX AUDITOR",2025,28,0,,,28,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2014,12,0,,,12,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2015,11,1,,,12,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2016,18,1,,,19,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2017,17,1,,,18,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2018,20,1,,,21,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2019,21,0,,,21,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2020,25,0,,,25,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2021,24,0,,,24,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2022,23,0,,,23,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2023,24,0,,,24,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2024,23,0,,,23,,,TRUE
"ADMINISTRATIVE TRANSPORTATION COORDINATOR",2025,19,0,,,19,,,TRUE
"ADMINISTRATOR",2014,4,5,,,9,,,TRUE
"ADMINISTRATOR",2015,2,2,,,4,,,TRUE
"ADMINISTRATOR",2016,1,3,,,4,,,TRUE
"ADMINISTRATOR",2017,2,3,,,5,,,TRUE
"ADMINISTRATOR",2018,2,0,,,2,,,TRUE
"ADMINISTRATOR",2019,2,1,,,3,,,TRUE
"ADMINISTRATOR",2020,2,1,,,3,,,TRUE
"ADMINISTRATOR",2021,3,0,,,3,,,TRUE
"ADMINISTRATOR",2022,2,1,,,3,,,TRUE
"ADMINISTRATOR",2023,0,2,,,2,,,TRUE
"ADMINISTRATOR",2024,0,2,,,2,,,TRUE
"ADMINISTRATOR",2025,1,2,,,3,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2014,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2015,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2016,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2017,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2018,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2019,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2020,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2021,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2022,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2023,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2024,1,0,,,1,,,TRUE
"ADMINISTRATOR OF MEDICAL AFFAIRS",2025,1,0,,,1,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2014,5,2,,,7,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2015,6,1,,,7,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2016,5,4,,,9,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2017,4,4,,,8,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2018,5,0,,,5,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2019,5,1,,,6,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2020,6,2,,,8,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2021,5,2,,,7,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2022,5,2,,,7,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2023,6,1,,,7,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2024,4,2,,,6,,,TRUE
"ADMINISTRATOR SUPT CAMPUS B/G",2025,3,3,,,6,,,TRUE
"ADULT ED 30 H",2014,28,1,,,29,,,TRUE
"ADULT ED 30 H",2015,27,0,,,27,,,TRUE
"ADULT ED 30 H",2016,25,0,,,25,,,TRUE
"ADULT ED 30 H",2017,21,0,,,21,,,TRUE
"ADULT ED 30 H",2018,21,0,,,21,,,TRUE
"ADULT ED 30 H",2019,17,0,,,17,,,TRUE
"ADULT ED 30 H",2020,15,0,,,15,,,TRUE
"ADULT ED 30 H",2021,12,0,,,12,,,TRUE
"ADULT ED 30 H",2022,13,0,,,13,,,TRUE
"ADULT ED 30 H",2023,11,0,,,11,,,TRUE
"ADULT ED 30 H",2024,10,0,,,10,,,TRUE
"ADULT ED 30 H",2025,8,0,,,8,,,TRUE
"ADULT ED 35 H",2014,2,0,,,2,,,TRUE
"ADULT ED 35 H",2015,2,0,,,2,,,TRUE
"ADULT ED 35 H",2016,1,0,,,1,,,TRUE
"ADULT ED 35 H",2017,1,0,,,1,,,TRUE
"ADULT ED 35 H",2018,1,0,,,1,,,TRUE
"ADULT ED 35 H",2019,1,0,,,1,,,TRUE
"ADULT ED 35 H",2020,1,0,,,1,,,TRUE
"ADULT ED 35 H",2021,1,0,,,1,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2014,7,1,,,8,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2015,10,0,,,10,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2016,7,0,,,7,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2017,6,0,,,6,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2018,3,0,,,3,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2019,2,0,,,2,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2020,3,0,,,3,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2021,3,0,,,3,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2022,2,0,,,2,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2023,1,0,,,1,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2024,1,0,,,1,,,TRUE
"ADULT EDUCAT TEACH REG SUB",2025,1,0,,,1,,,TRUE
"ADULT EDUCATION TEACHER",2014,117,3,,,120,,,TRUE
"ADULT EDUCATION TEACHER",2015,121,3,,,124,,,TRUE
"ADULT EDUCATION TEACHER",2016,112,1,,,113,,,TRUE
"ADULT EDUCATION TEACHER",2017,122,0,,,122,,,TRUE
"ADULT EDUCATION TEACHER",2018,133,0,,,133,,,TRUE
"ADULT EDUCATION TEACHER",2019,141,0,,,141,,,TRUE
"ADULT EDUCATION TEACHER",2020,148,0,,,148,,,TRUE
"ADULT EDUCATION TEACHER",2021,146,1,,,147,,,TRUE
"ADULT EDUCATION TEACHER",2022,134,0,,,134,,,TRUE
"ADULT EDUCATION TEACHER",2023,143,0,,,143,,,TRUE
"ADULT EDUCATION TEACHER",2024,141,0,,,141,,,TRUE
"ADULT EDUCATION TEACHER",2025,141,0,,,141,,,TRUE
"ADULT EDUCATOR ASSISTANT COORD",2014,1,0,,,1,,,TRUE
"ADVISOR FOR GAY LESBIAN TRANSGENDER ISSUES",2024,1,0,,,1,,,TRUE
"ADVISOR FOR GAY LESBIAN TRANSGENDER ISSUES",2025,1,0,,,1,,,TRUE
"AGENCY ATTORNEY",2014,177,203,80438,69085,380,0.858860240184987,11353,FALSE
"AGENCY ATTORNEY",2015,197,248,84118,72247,445,0.858876815901472,11871,FALSE
"AGENCY ATTORNEY",2016,207,315,86635,74053,522,0.854770012119813,12582,FALSE
"AGENCY ATTORNEY",2017,232,383,88808,78000,615,0.878299252319611,10808,FALSE
"AGENCY ATTORNEY",2018,245,358,88808,76275,603,0.858875326547158,12533,FALSE
"AGENCY ATTORNEY",2019,238,329,92622,79552,567,0.858888816911749,13070,FALSE
"AGENCY ATTORNEY",2020,239,398,95632,82137,637,0.858886146896436,13495,FALSE
"AGENCY ATTORNEY",2021,257,249,95803,83000,506,0.866361178668726,12803,FALSE
"AGENCY ATTORNEY",2022,225,192,98574,88708,417,0.899912755899121,9866,FALSE
"AGENCY ATTORNEY",2023,203,309,106644,90000,512,0.843929334983684,16644,FALSE
"AGENCY ATTORNEY",2024,192,286,120531.5,94310,478,0.782451060511153,26221.5,FALSE
"AGENCY ATTORNEY",2025,204,251,127802,103191,455,0.807428678737422,24611,FALSE
"AGENCY ATTORNEY DC37",2024,5,0,,,5,,,TRUE
"AGENCY ATTORNEY DC37",2025,5,0,,,5,,,TRUE
"AGENCY ATTORNEY INTERN",2015,2,79,,,81,,,TRUE
"AGENCY ATTORNEY INTERNE",2014,3,60,,,63,,,TRUE
"AGENCY ATTORNEY INTERNE",2015,1,3,,,4,,,TRUE
"AGENCY ATTORNEY INTERNE",2016,2,85,,,87,,,TRUE
"AGENCY ATTORNEY INTERNE",2017,2,101,,,103,,,TRUE
"AGENCY ATTORNEY INTERNE",2018,2,70,,,72,,,TRUE
"AGENCY ATTORNEY INTERNE",2019,2,71,,,73,,,TRUE
"AGENCY ATTORNEY INTERNE",2020,1,102,,,103,,,TRUE
"AGENCY ATTORNEY INTERNE",2021,1,96,,,97,,,TRUE
"AGENCY ATTORNEY INTERNE",2022,1,62,,,63,,,TRUE
"AGENCY ATTORNEY INTERNE",2023,1,77,,,78,,,TRUE
"AGENCY ATTORNEY INTERNE",2024,1,103,,,104,,,TRUE
"AGENCY ATTORNEY INTERNE",2025,1,99,,,100,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2014,7,1,,,8,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2015,8,4,,,12,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2016,11,4,,,15,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2017,12,3,,,15,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2018,11,6,,,17,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2019,11,5,,,16,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2020,12,2,,,14,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2021,15,2,,,17,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2022,11,7,,,18,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2023,12,11,,,23,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2024,9,7,,,16,,,TRUE
"AGENCY CHIEF CONTRACTING OFFICER",2025,10,5,,,15,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2014,4,0,,,4,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2015,4,2,,,6,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2016,3,1,,,4,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2017,5,3,,,8,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2018,5,2,,,7,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2019,5,0,,,5,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2020,5,0,,,5,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2021,6,0,,,6,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2022,7,0,,,7,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2023,6,1,,,7,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2024,6,3,,,9,,,TRUE
"AGENCY DEPUTY MEDICAL DIRECTOR",2025,6,2,,,8,,,TRUE
"AGENCY MEDICAL DIRECTOR",2014,8,2,,,10,,,TRUE
"AGENCY MEDICAL DIRECTOR",2015,7,8,,,15,,,TRUE
"AGENCY MEDICAL DIRECTOR",2016,8,9,,,17,,,TRUE
"AGENCY MEDICAL DIRECTOR",2017,9,5,,,14,,,TRUE
"AGENCY MEDICAL DIRECTOR",2018,9,2,,,11,,,TRUE
"AGENCY MEDICAL DIRECTOR",2019,9,0,,,9,,,TRUE
"AGENCY MEDICAL DIRECTOR",2020,8,0,,,8,,,TRUE
"AGENCY MEDICAL DIRECTOR",2021,5,1,,,6,,,TRUE
"AGENCY MEDICAL DIRECTOR",2022,3,1,,,4,,,TRUE
"AGENCY MEDICAL DIRECTOR",2023,3,4,,,7,,,TRUE
"AGENCY MEDICAL DIRECTOR",2024,4,1,,,5,,,TRUE
"AGENCY MEDICAL DIRECTOR",2025,6,1,,,7,,,TRUE
"AGENCY SECURITY DIRECTOR",2014,5,0,,,5,,,TRUE
