"title","fiscal_year","n","median_salary","mean_salary","real_median","wage_index","cpi_index","rent_index","suppressed"
"SPECIAL OFFICER",2019,882,34570,39572.3095238095,42680.6252387261,81.6639894169895,106.530687797474,114.748740835409,FALSE
"SPECIAL OFFICER",2020,805,48139,43466.5826086956,58400.5395941851,113.717754889918,108.414239794744,117.935753675601,FALSE
"SPECIAL OFFICER",2021,744,50207,43912.8629032258,59677.6390732012,118.60294812435,110.65187123857,119.137579303534,FALSE
"SPECIAL OFFICER",2022,656,40590,43278.925472561,45928.3243439654,95.8849097609373,116.237048769221,119.968709204972,FALSE
"SPECIAL OFFICER",2023,596,40590,42895.8791946309,43621.0661248784,95.8849097609373,122.385199421188,125.45294384081,FALSE
"SPECIAL OFFICER",2024,578,46258,45657.8321799308,48063.9390180448,109.274307852216,126.5824846726,131.901715171281,FALSE
"SPECIAL OFFICER",2025,541,44388,48210.4972273567,44388,104.85684588491,131.524337931956,138.829406942636,FALSE
"SPVSG FAD ASST COMMISS DETAIL",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"SPVSG FAD ASST COMMISS DETAIL",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"SPVSG FAD ASST COMMISS DETAIL",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"SPVSG FAD ASST COMMISS DETAIL",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"SPVSG FAD ASST COMMISS DETAIL",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"SPVSG FAD ASST COMMISS DETAIL",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"SPVSG FAD ASST COMMISS DETAIL",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2014,1,,,,,100,100,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2019,2,,,,,106.530687797474,114.748740835409,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2021,2,,,,,110.65187123857,119.137579303534,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2022,2,,,,,116.237048769221,119.968709204972,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"SPVSG FAD DEP DIR DSPTCH DTAIL",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"SPVSG FAD DIR DSPTCH OP DETAIL",2014,1,,,,,100,100,TRUE
"SPVSG FAD DIR DSPTCH OP DETAIL",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"SPVSG FAD DIR DSPTCH OP DETAIL",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"SPVSG FAD DIR DSPTCH OP DETAIL",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"SPVSG FAD DIR DSPTCH OP DETAIL",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"SPVSG FAD DIR DSPTCH OP DETAIL",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"SPVSG FAD DIR DSPTCH OP DETAIL",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"SPVSG FAD DIR DSPTCH OP DETAIL",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"SPVSG FAD DIR DSPTCH OP DETAIL",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"SPVSG FAD DIR DSPTCH OP DETAIL",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"SR ASSOCIATE HEALTH PROGRAM DIRECTOR",2014,1,,,,,100,100,TRUE
"SR ASSOCIATE HEALTH PROGRAM DIRECTOR",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"SR HEALTHCARE PROG PLAN ANLYST",2014,80,57039.5,57745.1375,75020.824734698,100,100,100,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2015,75,57784,58028.0933333333,75633.7323253697,101.305235845335,100.484295953631,102.913721782668,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2016,74,61769.5,61577.1351351351,80386.246809374,108.292499057671,101.0644595854,106.641178909451,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2017,83,63223,62727.7590361446,80851.7619853988,110.840733176132,102.847025381756,109.624915604859,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2018,67,62242,61668.3731343284,78207.1576364664,109.120872377914,104.675046235713,112.134414076345,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2019,66,62199,61550.6212121212,76791.7908366654,109.045486022844,106.530687797474,114.748740835409,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2020,69,62000,61480.1884057971,75216.2166816817,108.696604984265,108.414239794744,117.935753675601,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2021,62,62199,61593.6774193548,73931.712165914,109.045486022844,110.65187123857,119.137579303534,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2022,60,63356,64974.6833333333,71688.4680250375,111.073904925534,116.237048769221,119.968709204972,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2023,54,60373,63937.4259259259,64881.3654879843,105.844195688952,122.385199421188,125.45294384081,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2024,54,65774.5,70144.7407407407,68342.374442094,115.313949105444,126.5824846726,131.901715171281,FALSE
"SR HEALTHCARE PROG PLAN ANLYST",2025,58,67747.5,73294.5172413793,67747.5,118.772955583412,131.524337931956,138.829406942636,FALSE
"SR MANAGEMENT CONSULTANT",2014,22,,,,,100,100,TRUE
"SR MANAGEMENT CONSULTANT",2015,21,,,,,100.484295953631,102.913721782668,TRUE
"SR MANAGEMENT CONSULTANT",2016,21,,,,,101.0644595854,106.641178909451,TRUE
"SR MANAGEMENT CONSULTANT",2017,17,,,,,102.847025381756,109.624915604859,TRUE
"SR MANAGEMENT CONSULTANT",2018,13,,,,,104.675046235713,112.134414076345,TRUE
"SR MANAGEMENT CONSULTANT",2019,12,,,,,106.530687797474,114.748740835409,TRUE
"SR MANAGEMENT CONSULTANT",2020,12,,,,,108.414239794744,117.935753675601,TRUE
"SR MANAGEMENT CONSULTANT",2021,11,,,,,110.65187123857,119.137579303534,TRUE
"SR MANAGEMENT CONSULTANT",2022,9,,,,,116.237048769221,119.968709204972,TRUE
"SR MANAGEMENT CONSULTANT",2023,8,,,,,122.385199421188,125.45294384081,TRUE
"SR MANAGEMENT CONSULTANT",2024,8,,,,,126.5824846726,131.901715171281,TRUE
"SR MANAGEMENT CONSULTANT",2025,9,,,,,131.524337931956,138.829406942636,TRUE
"SR PROJECT PLANNER",2014,2,,,,,100,100,TRUE
"SR PROJECT PLANNER",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"SR PROJECT PLANNER",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"SR PROJECT PLANNER",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"SR PROJECT PLANNER",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"SR PROJECT PLANNER",2019,2,,,,,106.530687797474,114.748740835409,TRUE
"SR PROJECT PLANNER",2020,2,,,,,108.414239794744,117.935753675601,TRUE
"SR PROJECT PLANNER",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"SR PROJECT PLANNER",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"SR PROJECT PLANNER",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"SR PROJECT PLANNER",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"SR PROJECT PLANNER",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"SR SYSTEMS ANALYST EDP",2014,1,,,,,100,100,TRUE
"SR SYSTEMS ANALYST EDP",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"SR SYSTEMS ANALYST EDP",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"SR SYSTEMS ANALYST EDP",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"SR SYSTEMS ANALYST EDP",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"SR SYSTEMS ANALYST EDP",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"SR SYSTEMS ANALYST EDP",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"SR SYSTEMS ANALYST EDP",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"SR SYSTEMS ANALYST EDP",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"SR SYSTEMS ANALYST EDP",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"SR SYSTEMS ANALYST EDP",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"SR SYSTEMS ANALYST EDP",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"STAFF ANALYST",2014,576,60571,59171.9670138889,79665.606728765,100,100,100,FALSE
"STAFF ANALYST",2015,528,60571,59478.0871212121,79281.6489111167,100,100.484295953631,102.913721782668,FALSE
"STAFF ANALYST",2016,516,65039,64069.6918604651,84641.1433836259,107.376467286325,101.0644595854,106.641178909451,FALSE
"STAFF ANALYST",2017,517,66930,65480.5938104449,85592.4019689471,110.498423337901,102.847025381756,109.624915604859,FALSE
"STAFF ANALYST",2018,557,66875,64832.7253141831,84028.5284364045,110.407620808638,104.675046235713,112.134414076345,FALSE
"STAFF ANALYST",2019,571,66875,65087.819614711,82564.8485056351,110.407620808638,106.530687797474,114.748740835409,FALSE
"STAFF ANALYST",2020,664,66875,64403.9231927711,81130.3950094752,110.407620808638,108.414239794744,117.935753675601,FALSE
"STAFF ANALYST",2021,649,66875,64480.0531278891,79489.7546760478,110.407620808638,110.65187123857,119.137579303534,FALSE
"STAFF ANALYST",2022,541,71840,69726.1256931608,81288.2685604946,118.604612768487,116.237048769221,119.968709204972,FALSE
"STAFF ANALYST",2023,562,71840,69559.4590747331,77204.6659377005,118.604612768487,122.385199421188,125.45294384081,FALSE
"STAFF ANALYST",2024,576,78501,76069.59375,81565.7243472595,129.601624539796,126.5824846726,131.901715171281,FALSE
"STAFF ANALYST",2025,582,80856,78480.9295532646,80856,133.489623747338,131.524337931956,138.829406942636,FALSE
"STAFF ANALYST TRAINEE",2014,162,42666.5,42014.6913580247,56116.831643738,100,100,100,FALSE
"STAFF ANALYST TRAINEE",2015,104,44068.5,43095.2692307692,57681.4539142419,103.285950335743,100.484295953631,102.913721782668,FALSE
"STAFF ANALYST TRAINEE",2016,81,43809,44131.5925925926,57012.6208965892,102.677744834941,101.0644595854,106.641178909451,FALSE
"STAFF ANALYST TRAINEE",2017,108,45123,45630.9537037037,57704.8551328971,105.757444365017,102.847025381756,109.624915604859,FALSE
"STAFF ANALYST TRAINEE",2018,85,45123,46396.2941176471,56697.1108581066,105.757444365017,104.675046235713,112.134414076345,FALSE
"STAFF ANALYST TRAINEE",2019,51,45123,46823.5098039216,55709.5126597349,105.757444365017,106.530687797474,114.748740835409,FALSE
"STAFF ANALYST TRAINEE",2020,49,45123,45327.1632653061,54741.6346020568,105.757444365017,108.414239794744,117.935753675601,FALSE
"STAFF ANALYST TRAINEE",2021,35,47824,46185.8,56845.1293850813,112.087937843507,110.65187123857,119.137579303534,FALSE
"STAFF ANALYST TRAINEE",2022,24,,,,,116.237048769221,119.968709204972,TRUE
"STAFF ANALYST TRAINEE",2023,30,48473,47633.7333333333,52092.7306792616,113.609037535303,122.385199421188,125.45294384081,FALSE
"STAFF ANALYST TRAINEE",2024,36,52968,52912.1944444444,55035.9012907561,124.144234938418,126.5824846726,131.901715171281,FALSE
"STAFF ANALYST TRAINEE",2025,39,54557,54502.7435897436,54557,127.868468236204,131.524337931956,138.829406942636,FALSE
"STAFF ASSISTANT",2014,8,,,,,100,100,TRUE
"STAFF ASSISTANT",2015,6,,,,,100.484295953631,102.913721782668,TRUE
"STAFF ASSISTANT",2016,8,,,,,101.0644595854,106.641178909451,TRUE
"STAFF ASSISTANT",2017,11,,,,,102.847025381756,109.624915604859,TRUE
"STAFF ASSISTANT",2018,13,,,,,104.675046235713,112.134414076345,TRUE
"STAFF ASSISTANT",2019,14,,,,,106.530687797474,114.748740835409,TRUE
"STAFF ASSISTANT",2020,12,,,,,108.414239794744,117.935753675601,TRUE
"STAFF ASSISTANT",2021,10,,,,,110.65187123857,119.137579303534,TRUE
"STAFF ASSISTANT",2022,8,,,,,116.237048769221,119.968709204972,TRUE
"STAFF ASSISTANT",2023,12,,,,,122.385199421188,125.45294384081,TRUE
"STAFF ASSISTANT",2024,8,,,,,126.5824846726,131.901715171281,TRUE
"STAFF ASSISTANT",2025,12,,,,,131.524337931956,138.829406942636,TRUE
"STAFF AUDIOLOGIST",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"STAFF AUDIOLOGIST",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"STAFF AUDIOLOGIST",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"STAFF AUDIOLOGIST",2018,3,,,,,104.675046235713,112.134414076345,TRUE
"STAFF AUDIOLOGIST",2019,3,,,,,106.530687797474,114.748740835409,TRUE
"STAFF AUDIOLOGIST",2020,4,,,,,108.414239794744,117.935753675601,TRUE
"STAFF AUDIOLOGIST",2021,4,,,,,110.65187123857,119.137579303534,TRUE
"STAFF AUDIOLOGIST",2022,5,,,,,116.237048769221,119.968709204972,TRUE
"STAFF AUDIOLOGIST",2023,8,,,,,122.385199421188,125.45294384081,TRUE
"STAFF AUDIOLOGIST",2024,9,,,,,126.5824846726,131.901715171281,TRUE
"STAFF AUDIOLOGIST",2025,11,,,,,131.524337931956,138.829406942636,TRUE
"STAFF NURSE",2014,592,58070,57799.4070945946,76376.1830370868,100,100,100,FALSE
"STAFF NURSE",2015,629,62055,61664.6406995231,81224.0630529354,106.862407439297,100.484295953631,102.913721782668,FALSE
"STAFF NURSE",2016,642,64221,63808.2352024922,83576.6058709365,110.592388496642,101.0644595854,106.641178909451,FALSE
"STAFF NURSE",2017,653,67143,66635.4732006126,85864.7937457196,115.624246598932,102.847025381756,109.624915604859,FALSE
"STAFF NURSE",2018,741,70513,69707.7489878543,88599.6803833449,121.427587394524,104.675046235713,112.134414076345,FALSE
"STAFF NURSE",2019,743,71923,71446.3257065949,88797.1827898437,123.855691406923,106.530687797474,114.748740835409,FALSE
"STAFF NURSE",2020,730,73721,73196.0260273973,89435.7211288751,126.951954537627,108.414239794744,117.935753675601,FALSE
"STAFF NURSE",2021,693,75933,75560.2510822511,90256.3819337023,130.761150335802,110.65187123857,119.137579303534,FALSE
"STAFF NURSE",2022,663,75518,75610.4223227753,85449.9925550032,130.046495608748,116.237048769221,119.968709204972,FALSE
"STAFF NURSE",2023,643,75518,75538.2192846034,81157.3213012704,130.046495608748,122.385199421188,125.45294384081,FALSE
"STAFF NURSE",2024,649,80117,80867.7241910632,83244.8139199423,137.966247632168,126.5824846726,131.901715171281,FALSE
"STAFF NURSE",2025,660,82521,83357.8848484848,82521,142.106078870329,131.524337931956,138.829406942636,FALSE
"STAFF NURSE ASSIGNMENT LEVEL 2",2025,18,,,,,131.524337931956,138.829406942636,TRUE
"STAFF NURSE ASSIGNMENT LEVEL 3",2025,27,,,,,131.524337931956,138.829406942636,TRUE
"STATISTICAL SECRETARY",2014,19,,,,,100,100,TRUE
"STATISTICAL SECRETARY",2015,17,,,,,100.484295953631,102.913721782668,TRUE
"STATISTICAL SECRETARY",2016,16,,,,,101.0644595854,106.641178909451,TRUE
"STATISTICAL SECRETARY",2017,15,,,,,102.847025381756,109.624915604859,TRUE
"STATISTICAL SECRETARY",2018,15,,,,,104.675046235713,112.134414076345,TRUE
"STATISTICAL SECRETARY",2019,15,,,,,106.530687797474,114.748740835409,TRUE
"STATISTICAL SECRETARY",2020,14,,,,,108.414239794744,117.935753675601,TRUE
"STATISTICAL SECRETARY",2021,12,,,,,110.65187123857,119.137579303534,TRUE
"STATISTICAL SECRETARY",2022,9,,,,,116.237048769221,119.968709204972,TRUE
"STATISTICAL SECRETARY",2023,9,,,,,122.385199421188,125.45294384081,TRUE
"STATISTICAL SECRETARY",2024,8,,,,,126.5824846726,131.901715171281,TRUE
"STATISTICAL SECRETARY",2025,5,,,,,131.524337931956,138.829406942636,TRUE
"STATISTICIAN",2014,11,,,,,100,100,TRUE
"STATISTICIAN",2015,12,,,,,100.484295953631,102.913721782668,TRUE
"STATISTICIAN",2016,11,,,,,101.0644595854,106.641178909451,TRUE
"STATISTICIAN",2017,17,,,,,102.847025381756,109.624915604859,TRUE
"STATISTICIAN",2018,12,,,,,104.675046235713,112.134414076345,TRUE
"STATISTICIAN",2019,10,,,,,106.530687797474,114.748740835409,TRUE
"STATISTICIAN",2020,7,,,,,108.414239794744,117.935753675601,TRUE
"STATISTICIAN",2021,7,,,,,110.65187123857,119.137579303534,TRUE
"STATISTICIAN",2022,7,,,,,116.237048769221,119.968709204972,TRUE
"STATISTICIAN",2023,7,,,,,122.385199421188,125.45294384081,TRUE
"STATISTICIAN",2024,5,,,,,126.5824846726,131.901715171281,TRUE
"STATISTICIAN",2025,4,,,,,131.524337931956,138.829406942636,TRUE
"STEAM FITTER S HELPER",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2014,5,,,,,100,100,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2015,5,,,,,100.484295953631,102.913721782668,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2016,3,,,,,101.0644595854,106.641178909451,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2017,5,,,,,102.847025381756,109.624915604859,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2018,6,,,,,104.675046235713,112.134414076345,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2019,5,,,,,106.530687797474,114.748740835409,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2020,4,,,,,108.414239794744,117.935753675601,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2021,4,,,,,110.65187123857,119.137579303534,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2022,4,,,,,116.237048769221,119.968709204972,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2023,4,,,,,122.385199421188,125.45294384081,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2024,5,,,,,126.5824846726,131.901715171281,TRUE
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",2025,6,,,,,131.524337931956,138.829406942636,TRUE
"STENOGRAPHER TO THE CORPORATION COUNSEL",2014,1,,,,,100,100,TRUE
"STENOGRAPHER TO THE CORPORATION COUNSEL",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"STENOGRAPHER TO THE CORPORATION COUNSEL",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"STENOGRAPHER TO THE CORPORATION COUNSEL",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"STENOGRAPHER TO THE CORPORATION COUNSEL",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"STENOGRAPHER TO THE CORPORATION COUNSEL",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"STENOGRAPHER TO THE CORPORATION COUNSEL",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"STENOGRAPHER TO THE CORPORATION COUNSEL",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"STENOGRAPHER TO THE CORPORATION COUNSEL",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"STENOGRAPHER TO THE CORPORATION COUNSEL",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"STENOGRAPHIC SPECIALIST",2014,2,,,,,100,100,TRUE
"STENOGRAPHIC SPECIALIST",2015,2,,,,,100.484295953631,102.913721782668,TRUE
"STENOGRAPHIC SPECIALIST",2016,2,,,,,101.0644595854,106.641178909451,TRUE
"STENOGRAPHIC SPECIALIST",2017,2,,,,,102.847025381756,109.624915604859,TRUE
"STENOGRAPHIC SPECIALIST",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"STENOGRAPHIC SPECIALIST",2019,2,,,,,106.530687797474,114.748740835409,TRUE
"STENOGRAPHIC SPECIALIST",2020,3,,,,,108.414239794744,117.935753675601,TRUE
"STENOGRAPHIC SPECIALIST",2021,3,,,,,110.65187123857,119.137579303534,TRUE
"STENOGRAPHIC SPECIALIST",2022,3,,,,,116.237048769221,119.968709204972,TRUE
"STENOGRAPHIC SPECIALIST",2023,3,,,,,122.385199421188,125.45294384081,TRUE
"STENOGRAPHIC SPECIALIST",2024,3,,,,,126.5824846726,131.901715171281,TRUE
"STENOGRAPHIC SPECIALIST",2025,3,,,,,131.524337931956,138.829406942636,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2014,1,,,,,100,100,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2019,1,,,,,106.530687797474,114.748740835409,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2021,1,,,,,110.65187123857,119.137579303534,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",2025,1,,,,,131.524337931956,138.829406942636,TRUE
"STOCK WORKER",2014,115,33146,33978.1826086956,43595.0570509261,100,100,100,FALSE
"STOCK WORKER",2015,125,33332,34607.992,43628.401735242,100.561153683702,100.484295953631,102.913721782668,FALSE
"STOCK WORKER",2016,131,34199,35164.8015267176,44506.2572083922,103.176853919025,101.0644595854,106.641178909451,FALSE
"STOCK WORKER",2017,126,35276,36842.0476190476,45112.1705043565,106.426114764979,102.847025381756,109.624915604859,FALSE
"STOCK WORKER",2018,127,35190,36638.4409448819,44216.282851246,106.166656610149,104.675046235713,112.134414076345,FALSE
"STOCK WORKER",2019,133,35190,37354.6691729323,43446.0862641241,106.166656610149,106.530687797474,114.748740835409,FALSE
"STOCK WORKER",2020,127,37840,40348.9291338583,45906.1554715296,114.161588125264,108.414239794744,117.935753675601,FALSE
"STOCK WORKER",2021,117,39692,40864.8888888889,47179.1752164739,119.748989319978,110.65187123857,119.137579303534,FALSE
"STOCK WORKER",2022,108,39982,40686.3611111111,45240.3612692886,120.623906353708,116.237048769221,119.968709204972,FALSE
"STOCK WORKER",2023,100,38583.5,40128.52,41464.7303480967,116.404694382429,122.385199421188,125.45294384081,FALSE
"STOCK WORKER",2024,103,40215,42378.932038835,41785.0168102959,121.32685693598,126.5824846726,131.901715171281,FALSE
"STOCK WORKER",2025,94,42971.5,45821.5531914894,42971.5,129.643094189344,131.524337931956,138.829406942636,FALSE
"STRATEGI INITIATIVE SPECIALIST",2016,1,,,,,101.0644595854,106.641178909451,TRUE
"STRATEGI INITIATIVE SPECIALIST",2017,1,,,,,102.847025381756,109.624915604859,TRUE
"STRATEGI INITIATIVE SPECIALIST",2018,1,,,,,104.675046235713,112.134414076345,TRUE
"STRATEGI INITIATIVE SPECIALIST",2019,2,,,,,106.530687797474,114.748740835409,TRUE
"STRATEGI INITIATIVE SPECIALIST",2020,1,,,,,108.414239794744,117.935753675601,TRUE
"STRATEGI INITIATIVE SPECIALIST",2022,1,,,,,116.237048769221,119.968709204972,TRUE
"STRATEGI INITIATIVE SPECIALIST",2023,2,,,,,122.385199421188,125.45294384081,TRUE
"STRATEGI INITIATIVE SPECIALIST",2024,1,,,,,126.5824846726,131.901715171281,TRUE
"STRATEGI INITIATIVE SPECIALIST",2025,2,,,,,131.524337931956,138.829406942636,TRUE
"STRATEGIC INITIATIVE SPECIALIST",2014,2,,,,,100,100,TRUE
"STRATEGIC INITIATIVE SPECIALIST",2015,11,,,,,100.484295953631,102.913721782668,TRUE
"STRATEGIC INITIATIVE SPECIALIST",2016,19,,,,,101.0644595854,106.641178909451,TRUE
"STRATEGIC INITIATIVE SPECIALIST",2017,34,95000,98244.0294117647,121489.290109816,100,102.847025381756,109.624915604859,FALSE
"STRATEGIC INITIATIVE SPECIALIST",2018,43,95000,99927.1627906977,119367.629180687,100,104.675046235713,112.134414076345,FALSE
"STRATEGIC INITIATIVE SPECIALIST",2019,61,95616,104967.770491803,118048.905491063,100.648421052632,106.530687797474,114.748740835409,FALSE
"STRATEGIC INITIATIVE SPECIALIST",2020,62,105460.5,113674.516129032,127940.964828363,111.011052631579,108.414239794744,117.935753675601,FALSE
"STRATEGIC INITIATIVE SPECIALIST",2021,62,102045,111831.903225806,121293.936686614,107.415789473684,110.65187123857,119.137579303534,FALSE
"STRATEGIC INITIATIVE SPECIALIST",2022,64,114150,118277.5,129162.804234138,120.157894736842,116.237048769221,119.968709204972,FALSE
"STRATEGIC INITIATIVE SPECIALIST",2023,65,118000,121914.046153846,126811.672893216,124.210526315789,122.385199421188,125.45294384081,FALSE
"STRATEGIC INITIATIVE SPECIALIST",2024,83,128026,131550,133024.20893087,134.764210526316,126.5824846726,131.901715171281,FALSE
"STRATEGIC INITIATIVE SPECIALIST",2025,87,130151,137485.183908046,130151,137.001052631579,131.524337931956,138.829406942636,FALSE
"STUDENT LEGAL SPECIALIST",2014,3,,,,,100,100,TRUE
"STUDENT LEGAL SPECIALIST",2015,1,,,,,100.484295953631,102.913721782668,TRUE
"STUDENT LEGAL SPECIALIST",2017,3,,,,,102.847025381756,109.624915604859,TRUE
"STUDENT LEGAL SPECIALIST",2018,2,,,,,104.675046235713,112.134414076345,TRUE
"STUDENT LEGAL SPECIALIST",2019,3,,,,,106.530687797474,114.748740835409,TRUE
"STUDENT LEGAL SPECIALIST",2023,1,,,,,122.385199421188,125.45294384081,TRUE
"SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST",2014,249,52186,53929.4979919679,68637.2909931705,100,100,100,FALSE
"SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST",2015,245,54611,56264.8040816327,71480.5786380445,104.646840148699,100.484295953631,102.913721782668,FALSE
"SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST",2016,289,55958,56612.3044982699,72823.2153240508,107.227992181811,101.0644595854,106.641178909451,FALSE
"SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST",2017,285,57640,58859.0070175439,73712.0282308398,110.451078833404,102.847025381756,109.624915604859,FALSE
"SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST",2018,272,57640,59268.0845588235,72424.7383786819,110.451078833404,104.675046235713,112.134414076345,FALSE
"SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST",2019,273,60090,61246.663003663,74187.988735755,115.145824550646,106.530687797474,114.748740835409,FALSE
"SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST",2020,258,61893,63562.1046511628,75086.4080496665,118.600774153988,108.414239794744,117.935753675601,FALSE
